tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,Player1_entry,Player1_name,Player1_hand,Player1_ht,Player1_ioc,Player1_age,score,best_of,round,minutes,Player2_id,Player2_seed,Player2_entry,Player2_name,Player2_hand,Player2_ht,Player2_ioc,Player2_age,Player1_id,Player1_seed,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,Player2_rank,Player2_rank_points,Player1_rank,Player1_rank_points,Player2_streak,Player2_max_streak,y
2020-520,Roland Garros,Clay,128,G,20200928,1156,,David Goffin,R,180.0,BEL,29.8,7-5 6-0 6-3,5,R128,119.0,206173,,,Jannik Sinner,R,188.0,ITA,19.1,105676,11,2.0,2.0,80.0,54.0,42.0,12.0,14.0,4.0,6.0,1.0,4.0,87.0,51.0,30.0,13.0,13.0,4.0,11.0,75.0,788.0,13.0,2555.0,3,19,0
2022-2807,Gijon,Hard,32,A,20221010,287,,Constant Lestienne,R,180.0,FRA,30.3,6-4 6-2,3,R16,97.0,126239,,,Arthur Rinderknech,R,196.0,FRA,27.2,106005,,6.0,1.0,55.0,37.0,30.0,11.0,9.0,6.0,6.0,0.0,2.0,57.0,33.0,22.0,10.0,9.0,1.0,4.0,56.0,852.0,63.0,805.0,2,5,1
2022-M-DC-2022-FLS-3-C-M-GER-BEL-01,Davis Cup Finals RR: GER vs BEL,Hard,2,D,20220916,1,,Zizou Bergs,R,185.0,BEL,23.2,6-4 7-6(9),3,RR,,105526,,,Jan Lennard Struff,R,193.0,GER,32.3,200267,,,,,,,,,,,,,,,,,,,,132.0,413.0,134.0,411.0,1,6,1
2024-0495,Dubai,Hard,32,A,20240226,293,,Lorenzo Sonego,R,191.0,ITA,28.7,3-6 6-3 6-3,3,R16,120.0,106421,1,,Daniil Medvedev,R,198.0,RUS,28.0,132283,,0.0,3.0,75.0,45.0,32.0,20.0,13.0,7.0,9.0,7.0,1.0,84.0,59.0,37.0,15.0,14.0,6.0,10.0,4.0,8015.0,48.0,975.0,2,16,1
2023-0422,Cincinnati Masters,Hard,64,M,20230814,289,WC,Mackenzie Mcdonald,R,178.0,USA,28.3,6-4 3-0 RET,3,R16,71.0,105173,,,Adrian Mannarino,L,183.0,FRA,35.1,111456,,1.0,4.0,41.0,18.0,15.0,10.0,6.0,2.0,3.0,1.0,5.0,48.0,26.0,14.0,8.0,7.0,1.0,5.0,32.0,1276.0,43.0,1040.0,1,7,1
2021-7480,Los Cabos,Hard,32,A,20210719,296,,Steve Johnson,R,188.0,USA,31.5,6-4 6-4,3,QF,92.0,126203,3,,Taylor Fritz,R,193.0,USA,23.7,105449,6,11.0,2.0,67.0,35.0,28.0,18.0,10.0,4.0,4.0,6.0,6.0,70.0,38.0,29.0,15.0,10.0,7.0,9.0,37.0,1635.0,83.0,884.0,1,8,0
2023-2843,Adelaide 1,Hard,32,A,20230102,282,Q,Rinky Hijikata,U,,AUS,21.8,2-6 6-4 6-3,3,R32,120.0,133430,7,,Denis Shapovalov,L,185.0,CAN,23.7,208014,,7.0,9.0,77.0,42.0,30.0,18.0,13.0,5.0,8.0,2.0,5.0,93.0,58.0,43.0,12.0,14.0,8.0,12.0,18.0,2075.0,164.0,344.0,1,5,1
2021-0605,Tour Finals,Hard,8,F,20211115,295,,Casper Ruud,R,183.0,NOR,22.8,7-6(4) 6-2,3,RR,90.0,104925,1,,Novak Djokovic,R,188.0,SRB,34.4,134770,8,10.0,0.0,53.0,39.0,35.0,6.0,10.0,0.0,1.0,9.0,4.0,69.0,43.0,27.0,11.0,10.0,2.0,5.0,1.0,10940.0,8.0,3760.0,2,26,0
2023-0495,Dubai,Hard,32,A,20230227,293,,Tallon Griekspoor,R,188.0,NED,26.6,6-2 6-3,3,R16,81.0,104925,1,,Novak Djokovic,R,188.0,SRB,35.7,134868,,8.0,3.0,43.0,22.0,20.0,14.0,9.0,0.0,1.0,12.0,1.0,80.0,57.0,33.0,8.0,8.0,12.0,16.0,1.0,6980.0,39.0,989.0,2,26,1
2023-520,Roland Garros,Clay,128,G,20230529,201,,Hubert Hurkacz,R,196.0,POL,26.2,3-6 6-3 7-6(3) 4-6 6-2,5,R32,232.0,122669,,,Juan Pablo Varillas,R,185.0,PER,27.6,128034,13,7.0,1.0,146.0,87.0,61.0,41.0,24.0,4.0,7.0,8.0,3.0,149.0,90.0,69.0,26.0,24.0,3.0,7.0,94.0,661.0,14.0,2525.0,0,4,1
2023-580,Australian Open,Hard,128,G,20230116,118,LL,Pavel Kotov,R,191.0,RUS,24.1,6-3 7-6(3) 6-3,5,R128,129.0,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,200303,,13.0,3.0,97.0,61.0,52.0,21.0,15.0,1.0,1.0,6.0,3.0,90.0,62.0,44.0,16.0,15.0,6.0,8.0,63.0,789.0,117.0,483.0,4,8,1
2023-0414,Hamburg,Clay,32,A,20230724,295,,Lorenzo Musetti,R,185.0,ITA,21.3,7-5 6-3,3,QF,88.0,111513,,,Laslo Djere,R,188.0,SRB,28.1,207518,3,6.0,0.0,58.0,41.0,31.0,12.0,11.0,0.0,1.0,2.0,2.0,63.0,42.0,32.0,6.0,10.0,4.0,7.0,57.0,865.0,18.0,1880.0,0,5,1
2021-0322,Geneva,Clay,32,A,20210517,276,,Reilly Opelka,R,211.0,USA,23.7,7-6(5) 6-2,3,R32,85.0,104655,,Q,Pablo Cuevas,R,180.0,URU,35.3,124187,,1.0,3.0,64.0,42.0,35.0,11.0,10.0,2.0,2.0,12.0,4.0,64.0,36.0,25.0,13.0,10.0,0.0,2.0,102.0,764.0,35.0,1726.0,0,3,0
2022-0410,Monte Carlo Masters,Clay,64,M,20220411,299,,Grigor Dimitrov,R,188.0,BUL,30.9,6-4 6-7(2) 6-3,3,SF,164.0,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,22.8,105777,,3.0,3.0,113.0,87.0,54.0,15.0,16.0,7.0,10.0,2.0,6.0,89.0,47.0,30.0,25.0,15.0,1.0,6.0,46.0,1095.0,29.0,1458.0,0,5,0
2023-580,Australian Open,Hard,128,G,20230116,183,,Maxime Cressy,R,198.0,USA,25.6,7-5 6-4 6-4,5,R64,127.0,208029,9,,Holger Rune,R,185.0,DEN,19.7,202195,,10.0,5.0,92.0,61.0,52.0,15.0,16.0,1.0,2.0,10.0,14.0,84.0,47.0,37.0,17.0,16.0,3.0,7.0,10.0,2876.0,41.0,992.0,1,10,1
2023-580,Australian Open,Hard,128,G,20230116,131,,Vasek Pospisil,R,193.0,CAN,32.5,1-6 7-6(4) 7-6(3) 6-3,5,R128,238.0,200000,6,,Felix Auger Aliassime,R,193.0,CAN,22.4,105577,,13.0,7.0,130.0,78.0,59.0,26.0,20.0,1.0,5.0,14.0,7.0,147.0,95.0,66.0,26.0,20.0,9.0,12.0,7.0,3895.0,99.0,560.0,1,13,1
2022-0404,Indian Wells Masters,Hard,128,M,20220307,176,Q,Taro Daniel,R,191.0,JPN,29.1,1-6 6-2 6-4,3,R128,118.0,104918,,WC,Andy Murray,R,190.0,GBR,34.8,106121,,2.0,2.0,63.0,40.0,25.0,8.0,12.0,1.0,5.0,3.0,1.0,71.0,45.0,34.0,8.0,13.0,7.0,12.0,88.0,733.0,106.0,625.0,0,5,0
2022-560,Us Open,Hard,128,G,20220829,166,,Benjamin Bonzi,R,185.0,FRA,26.2,7-6(3) 6-4 4-6 6-4,5,R64,176.0,106401,23,,Nick Kyrgios,R,193.0,AUS,27.3,126127,,30.0,6.0,134.0,86.0,63.0,27.0,22.0,9.0,12.0,5.0,2.0,140.0,86.0,55.0,31.0,21.0,4.0,8.0,25.0,1430.0,50.0,946.0,0,7,1
2022-0403,Miami Masters,Hard,128,M,20220321,249,,Reilly Opelka,R,211.0,USA,24.5,6-1 3-1 RET,3,R64,43.0,202103,,,Francisco Cerundolo,R,185.0,ARG,23.6,124187,16,2.0,0.0,27.0,18.0,14.0,7.0,5.0,2.0,2.0,1.0,2.0,38.0,25.0,15.0,3.0,6.0,3.0,7.0,103.0,668.0,18.0,2246.0,0,6,0
2023-5014,Shanghai Masters,Hard,128,M,20231002,183,,Andy Murray,R,190.0,GBR,36.3,6-3 6-2,3,R128,99.0,126128,,,Roman Safiullin,R,185.0,RUS,26.1,104918,,4.0,3.0,64.0,41.0,28.0,11.0,8.0,6.0,7.0,2.0,5.0,63.0,32.0,23.0,9.0,9.0,3.0,8.0,50.0,962.0,39.0,1085.0,0,5,1
2023-0311,Queen's Club,Grass,32,A,20230619,298,,Holger Rune,R,185.0,DEN,20.1,6-3 7-6(2),3,SF,100.0,200282,7,,Alex De Minaur,R,183.0,AUS,24.3,208029,2,3.0,2.0,68.0,45.0,35.0,13.0,10.0,3.0,3.0,3.0,2.0,67.0,39.0,24.0,18.0,11.0,3.0,5.0,18.0,1905.0,6.0,4375.0,2,7,1
2022-M-DC-2022-FLS-4-D-M-KAZ-NED-01,Davis Cup Finals RR: KAZ vs NED,Hard,2,D,20220913,1,,Mikhail Kukushkin,R,183.0,KAZ,34.7,6-1 3-6 6-3,3,RR,,134868,,,Tallon Griekspoor,R,188.0,NED,26.1,105062,,,,,,,,,,,,,,,,,,,,48.0,955.0,221.0,235.0,4,8,1
2023-0741,Eastbourne,Grass,32,A,20230626,282,,Botic Van De Zandschulp,R,188.0,NED,27.7,3-6 6-4 6-2,3,R32,132.0,144707,,,Mikael Ymer,R,183.0,SWE,24.7,122298,9,1.0,10.0,94.0,54.0,41.0,16.0,14.0,5.0,8.0,8.0,3.0,91.0,62.0,37.0,16.0,13.0,5.0,9.0,61.0,796.0,42.0,975.0,2,5,1
2022-0341,Metz,Hard,32,A,20220919,296,,Holger Rune,R,185.0,DEN,19.3,6-3 5-7 6-4,3,QF,118.0,122330,7,,Alexander Bublik,R,196.0,KAZ,25.2,208029,4,15.0,10.0,96.0,59.0,47.0,15.0,16.0,2.0,5.0,3.0,6.0,85.0,51.0,34.0,20.0,15.0,1.0,5.0,44.0,985.0,31.0,1348.0,2,9,1
2023-0440,s Hertogenbosch,Grass,32,A,20230612,300,,Jordan Thompson,R,183.0,AUS,29.1,6-7(4) 7-6(3) 6-3,3,F,155.0,134868,6,,Tallon Griekspoor,R,188.0,NED,26.9,111442,,9.0,1.0,126.0,93.0,63.0,18.0,17.0,5.0,7.0,12.0,0.0,89.0,57.0,40.0,22.0,16.0,2.0,5.0,38.0,1024.0,103.0,593.0,4,8,1
2020-0451,Doha,Hard,32,A,20200106,296,,Fernando Verdasco,L,188.0,ESP,36.1,6-4 4-6 6-4,3,QF,132.0,144895,,Q,Corentin Moutet,L,178.0,FRA,20.7,104269,,2.0,3.0,91.0,67.0,49.0,12.0,15.0,4.0,6.0,8.0,3.0,90.0,65.0,44.0,14.0,15.0,3.0,6.0,81.0,638.0,49.0,1025.0,1,4,0
2020-8888,Atp Cup,Hard,24,A,20200106,224,,Alexander Zverev,R,198.0,GER,22.7,6-2 6-2,3,RR,70.0,133430,,,Denis Shapovalov,L,185.0,CAN,20.7,100644,,12.0,5.0,52.0,33.0,30.0,8.0,8.0,2.0,2.0,2.0,7.0,52.0,28.0,19.0,7.0,8.0,1.0,5.0,14.0,2050.0,7.0,3345.0,1,5,0
2024-7694,Lyon,Clay,32,A,20240520,298,,Alexander Bublik,R,196.0,KAZ,26.9,6-4 7-5,3,SF,77.0,208659,,WC,Giovanni Mpetshi Perricard,R,,FRA,20.8,122330,2,3.0,2.0,55.0,40.0,34.0,8.0,11.0,1.0,2.0,8.0,8.0,82.0,49.0,31.0,15.0,11.0,7.0,10.0,117.0,541.0,19.0,2020.0,7,7,1
2020-520,Roland Garros,Clay,128,G,20200928,1153,,Soon Woo Kwon,R,180.0,KOR,22.8,7-5 6-4 6-4,5,R128,136.0,105332,23,,Benoit Paire,R,196.0,FRA,31.3,126952,,12.0,6.0,95.0,54.0,41.0,16.0,16.0,4.0,8.0,5.0,4.0,109.0,61.0,38.0,21.0,16.0,11.0,18.0,26.0,1738.0,82.0,752.0,0,5,0
2024-0375,Montpellier,Hard,32,A,20240129,287,,Gregoire Barrere,R,183.0,FRA,29.9,7-6(3) 2-6 6-3,3,R16,119.0,207686,6,,Alexander Shevchenko,R,,KAZ,23.1,106296,,7.0,4.0,95.0,57.0,44.0,21.0,15.0,3.0,5.0,5.0,1.0,91.0,53.0,41.0,21.0,14.0,6.0,7.0,59.0,885.0,104.0,591.0,2,4,1
2023-7485,Antwerp,Hard,32,A,20231016,291,WC,Mark Lajal,R,,EST,20.4,7-6(4) 7-6(2),3,R16,107.0,209950,4,,Arthur Fils,R,185.0,FRA,19.3,210136,,6.0,4.0,94.0,52.0,45.0,19.0,12.0,8.0,8.0,7.0,2.0,75.0,50.0,40.0,13.0,12.0,1.0,1.0,38.0,1061.0,229.0,271.0,0,6,1
2022-8888,Atp Cup,Hard,16,A,20220103,297,,Jan Zielinski,R,,POL,25.1,6-2 6-1,3,SF,53.0,105807,,,Pablo Carreno Busta,R,188.0,ESP,30.4,126591,,6.0,0.0,45.0,33.0,25.0,8.0,8.0,0.0,0.0,2.0,1.0,38.0,27.0,17.0,1.0,7.0,4.0,8.0,20.0,2230.0,860.0,18.0,0,7,0
2021-0314,Gstaad,Clay,32,A,20210719,300,,Hugo Gaston,L,173.0,FRA,20.8,6-3 6-2,3,F,94.0,134770,3,,Casper Ruud,R,183.0,NOR,22.5,200384,,3.0,5.0,72.0,49.0,32.0,12.0,9.0,9.0,10.0,1.0,0.0,79.0,51.0,26.0,13.0,8.0,12.0,16.0,14.0,2840.0,155.0,489.0,5,18,0
2024-7290,Estoril,Clay,32,A,20240401,275,Q,Lucas Pouille,R,185.0,FRA,30.1,0-6 7-6(6) 6-3,3,R32,141.0,132686,,,Nuno Borges,R,185.0,POR,27.1,106298,,3.0,2.0,76.0,48.0,32.0,14.0,13.0,1.0,6.0,5.0,1.0,108.0,51.0,34.0,28.0,14.0,3.0,7.0,62.0,871.0,241.0,252.0,0,4,1
2021-0322,Geneva,Clay,32,A,20210517,297,WC,Dominic Stricker,L,180.0,SUI,18.7,4-6 6-4 6-4,3,QF,132.0,104665,,,Pablo Andujar,R,180.0,ESP,35.3,208502,,1.0,7.0,96.0,58.0,39.0,15.0,15.0,7.0,11.0,10.0,4.0,86.0,43.0,33.0,20.0,15.0,3.0,8.0,75.0,950.0,419.0,97.0,0,3,0
2024-M-DC-2024-WG1-PO-NZL-TUR-01,Davis Cup WG1 PO: NZL vs TUR,Hard,4,D,20240202,2,,Ajeet Rai,R,188.0,NZL,25.0,6-7(5) 6-2 6-4,3,RR,125.0,207129,,,Yanki Erel,L,,TUR,23.3,208055,,2.0,7.0,82.0,47.0,37.0,20.0,15.0,1.0,3.0,13.0,9.0,94.0,46.0,35.0,18.0,15.0,4.0,9.0,325.0,163.0,538.0,70.0,1,1,1
2021-0495,Dubai,Hard,64,A,20210315,283,LL,Lorenzo Giustino,R,183.0,ITA,29.5,6-4 6-3,3,R32,76.0,105379,,,Aljaz Bedene,R,181.0,SLO,31.6,105841,,10.0,1.0,45.0,25.0,23.0,14.0,9.0,0.0,0.0,9.0,8.0,68.0,37.0,26.0,13.0,10.0,4.0,7.0,59.0,1085.0,163.0,443.0,1,2,0
2021-540,Wimbledon,Grass,128,G,20210628,102,,Joao Sousa,R,185.0,POR,32.2,4-6 6-4 7-5 6-2,5,R128,192.0,104312,,,Andreas Seppi,R,190.0,ITA,37.3,105311,,14.0,4.0,149.0,86.0,56.0,35.0,20.0,18.0,21.0,6.0,0.0,146.0,104.0,61.0,23.0,20.0,8.0,14.0,90.0,863.0,120.0,682.0,0,4,0
2022-0500,Halle,Grass,32,A,20220613,278,,Aslan Karatsev,R,185.0,RUS,28.7,6-7(4) 6-1 6-2,3,R32,113.0,111575,8,,Karen Khachanov,R,198.0,RUS,26.0,106234,,8.0,2.0,74.0,48.0,40.0,20.0,14.0,0.0,0.0,4.0,8.0,91.0,55.0,41.0,15.0,13.0,6.0,10.0,23.0,1710.0,38.0,1093.0,2,6,0
2020-0568,St Petersburg,Hard,32,A,20201012,300,,Borna Coric,R,188.0,CRO,23.9,7-6(5) 6-4,3,F,99.0,126094,3,,Andrey Rublev,R,188.0,RUS,22.9,106432,7,7.0,1.0,61.0,37.0,32.0,17.0,11.0,0.0,0.0,8.0,4.0,76.0,51.0,41.0,10.0,11.0,2.0,3.0,10.0,2974.0,27.0,1670.0,1,12,0
2021-9426,Antalya,Hard,32,A,20210105,277,,Andrea Arnaboldi,L,180.0,ITA,33.0,4-6 7-5 6-1,3,R32,122.0,105932,6,,Nikoloz Basilashvili,R,185.0,GEO,28.8,105063,,3.0,4.0,86.0,53.0,36.0,16.0,15.0,1.0,5.0,2.0,1.0,94.0,61.0,36.0,15.0,14.0,11.0,17.0,40.0,1395.0,267.0,206.0,0,6,0
2021-6242,Winston-Salem,Hard,64,A,20210823,267,,Tennys Sandgren,R,188.0,USA,30.0,6-4 6-4,3,R64,77.0,106065,,,Marco Cecchinato,R,185.0,ITA,28.8,105815,,11.0,2.0,56.0,36.0,33.0,10.0,10.0,3.0,3.0,11.0,3.0,58.0,37.0,26.0,11.0,10.0,2.0,4.0,80.0,911.0,91.0,833.0,0,4,0
2024-7480,Los Cabos,Hard,32,A,20240219,276,,Dominik Koepfer,L,180.0,GER,29.8,7-6(2) 6-2,3,R32,82.0,132686,,,Nuno Borges,R,185.0,POR,26.9,136440,,7.0,2.0,60.0,38.0,30.0,10.0,10.0,2.0,4.0,6.0,8.0,69.0,41.0,31.0,7.0,10.0,4.0,8.0,47.0,997.0,57.0,918.0,0,4,1
2024-580,Australian Open,Hard,128,G,20240115,172,,Jesper De Jong,R,,NED,23.6,6-2 6-2 6-2,5,R64,103.0,206173,4,,Jannik Sinner,R,188.0,ITA,22.4,207411,Q,7.0,1.0,58.0,37.0,32.0,16.0,12.0,0.0,0.0,6.0,3.0,80.0,50.0,29.0,12.0,12.0,6.0,12.0,4.0,6490.0,161.0,393.0,3,19,1
2022-560,Us Open,Hard,128,G,20220829,195,,Fabio Fognini,R,178.0,ITA,35.2,2-6 6-4 6-2 6-1,5,R64,163.0,104745,2,,Rafael Nadal,L,185.0,ESP,36.2,104926,,4.0,2.0,87.0,53.0,36.0,16.0,17.0,4.0,10.0,1.0,9.0,99.0,61.0,32.0,14.0,16.0,5.0,14.0,3.0,5630.0,60.0,782.0,1,16,1
2021-0439,Umag,Clay,32,A,20210719,275,,Jiri Vesely,L,198.0,CZE,28.0,7-6(4) 7-5,3,R32,119.0,105561,,Q,Alessandro Giannessi,L,183.0,ITA,31.1,106210,,6.0,5.0,86.0,56.0,42.0,14.0,12.0,3.0,5.0,8.0,3.0,66.0,40.0,31.0,12.0,12.0,2.0,5.0,177.0,408.0,86.0,865.0,0,1,0
2023-0311,Queen's Club,Grass,32,A,20230619,277,,Andy Murray,R,190.0,GBR,36.0,6-3 6-1,3,R32,85.0,200282,7,,Alex De Minaur,R,183.0,AUS,24.3,104918,,1.0,1.0,60.0,42.0,27.0,12.0,8.0,3.0,3.0,2.0,1.0,52.0,28.0,19.0,7.0,8.0,4.0,8.0,18.0,1905.0,38.0,1030.0,2,7,1
2022-7290,Estoril,Clay,32,A,20220425,279,,Pablo Andujar,R,180.0,ESP,36.2,6-4 3-0 RET,3,R32,61.0,132686,,WC,Nuno Borges,R,185.0,POR,25.1,104665,,3.0,1.0,40.0,31.0,21.0,6.0,7.0,0.0,1.0,0.0,2.0,38.0,21.0,11.0,10.0,6.0,3.0,6.0,131.0,493.0,82.0,781.0,0,4,0
2023-0403,Miami Masters,Hard,128,M,20230320,244,LL,Aleksandar Kovacevic,U,,USA,24.5,6-4 6-4,3,R64,83.0,202103,25,,Francisco Cerundolo,R,185.0,ARG,24.5,206499,,4.0,1.0,57.0,41.0,31.0,8.0,10.0,0.0,1.0,5.0,1.0,72.0,49.0,31.0,10.0,10.0,3.0,6.0,31.0,1320.0,102.0,546.0,0,6,1
2024-M-DC-2024-WG2-PO-TOG-INA-01,Davis Cup WG2 PO: TOG vs INA,Hard,4,D,20240203,5,,Anthony Susanto,R,,INA,26.6,6-2 6-2,3,RR,77.0,104470,,,Komlavi Loglo,R,183.0,TOG,39.0,200045,,3.0,2.0,43.0,32.0,25.0,8.0,8.0,1.0,1.0,1.0,4.0,57.0,42.0,22.0,7.0,8.0,3.0,7.0,,,,,1,1,1
2021-0499,Delray Beach,Hard,32,A,20210104,272,,Soon Woo Kwon,R,180.0,KOR,23.0,6-4 6-4,3,R32,93.0,200624,,,Sebastian Korda,R,196.0,USA,20.5,126952,,8.0,1.0,88.0,53.0,36.0,18.0,10.0,5.0,6.0,4.0,4.0,50.0,29.0,22.0,11.0,10.0,1.0,4.0,119.0,566.0,95.0,768.0,2,8,0
2022-560,Us Open,Hard,128,G,20220829,106,,Kamil Majchrzak,R,183.0,POL,26.6,6-1 6-4 6-7(3) 6-1,5,R128,151.0,126214,,,Alejandro Tabilo,L,188.0,CHI,25.2,111794,,14.0,4.0,108.0,70.0,61.0,16.0,20.0,2.0,4.0,10.0,5.0,111.0,60.0,39.0,22.0,18.0,6.0,13.0,71.0,696.0,90.0,592.0,6,6,1
2024-7290,Estoril,Clay,32,A,20240401,288,,Lorenzo Musetti,R,185.0,ITA,22.0,7-6(4) 6-3,3,R16,96.0,132686,,,Nuno Borges,R,185.0,POR,27.1,207518,3,1.0,1.0,71.0,48.0,35.0,15.0,11.0,3.0,4.0,2.0,0.0,59.0,41.0,31.0,9.0,10.0,3.0,5.0,62.0,871.0,24.0,1610.0,0,4,1
2022-560,Us Open,Hard,128,G,20220829,116,,Stefanos Tsitsipas,R,193.0,GRE,24.0,6-0 6-1 3-6 7-5,5,R128,168.0,123755,,,Daniel Elahi Galan,R,191.0,COL,26.1,126774,4,6.0,1.0,109.0,69.0,51.0,20.0,17.0,7.0,9.0,5.0,4.0,120.0,69.0,42.0,23.0,17.0,11.0,18.0,94.0,568.0,5.0,4890.0,0,3,1
2021-8994,Mallorca,Grass,32,A,20210621,277,,Miomir Kecmanovic,R,183.0,SRB,21.8,4-6 7-6(3) 6-2,3,R32,130.0,200005,7,,Ugo Humbert,L,188.0,FRA,22.9,200175,,17.0,4.0,97.0,66.0,51.0,16.0,15.0,4.0,6.0,8.0,3.0,112.0,78.0,51.0,17.0,15.0,12.0,15.0,25.0,2270.0,47.0,1384.0,0,11,0
2022-560,Us Open,Hard,128,G,20220829,186,,Borna Coric,R,188.0,CRO,25.7,6-4 7-6(10) 6-1,5,R64,186.0,202385,,,Jenson Brooksby,R,188.0,USA,21.8,106432,25,6.0,4.0,115.0,77.0,56.0,20.0,16.0,14.0,15.0,9.0,6.0,113.0,74.0,46.0,18.0,14.0,8.0,12.0,43.0,1027.0,29.0,1360.0,0,5,1
2022-0605,Tour Finals,Hard,8,F,20221114,289,,Stefanos Tsitsipas,R,193.0,GRE,24.2,6-4 7-6(4),3,RR,98.0,104925,7,,Novak Djokovic,R,188.0,SRB,35.4,126774,2,3.0,2.0,63.0,44.0,36.0,14.0,11.0,1.0,1.0,9.0,0.0,61.0,41.0,33.0,12.0,11.0,1.0,2.0,8.0,3320.0,3.0,5350.0,2,26,1
2022-0404,Indian Wells Masters,Hard,128,M,20220307,195,PR,Aljaz Bedene,R,181.0,SLO,32.6,6-1 7-5,3,R128,68.0,111794,,,Kamil Majchrzak,R,183.0,POL,26.1,105379,,6.0,0.0,53.0,36.0,29.0,12.0,10.0,1.0,1.0,6.0,7.0,52.0,26.0,23.0,7.0,9.0,4.0,7.0,75.0,823.0,133.0,485.0,4,5,0
2022-6242,Winston-Salem,Hard,64,A,20220822,275,,Alejandro Tabilo,L,188.0,CHI,25.2,7-5 6-1,3,R32,83.0,132283,14,,Lorenzo Sonego,R,191.0,ITA,27.2,126214,,6.0,3.0,67.0,43.0,35.0,10.0,10.0,5.0,6.0,3.0,2.0,45.0,26.0,16.0,8.0,9.0,3.0,7.0,63.0,755.0,72.0,686.0,0,5,1
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,293,,Novak Djokovic,R,188.0,SRB,33.8,6-4 7-5,3,R16,126.0,105554,,,Daniel Evans,R,175.0,GBR,30.8,104925,1,1.0,0.0,95.0,60.0,37.0,16.0,11.0,7.0,10.0,3.0,4.0,65.0,37.0,21.0,13.0,11.0,2.0,7.0,33.0,1825.0,1.0,11963.0,0,5,0
2021-540,Wimbledon,Grass,128,G,20210628,109,,Marco Cecchinato,R,185.0,ITA,28.7,6-3 6-4 6-0,5,R128,108.0,106281,,WC,Liam Broady,L,183.0,GBR,27.4,106065,,8.0,1.0,89.0,67.0,50.0,12.0,13.0,6.0,6.0,4.0,5.0,73.0,45.0,26.0,12.0,12.0,6.0,11.0,143.0,509.0,86.0,878.0,0,3,0
2021-580,Australian Open,Hard,128,G,20210208,135,,Sam Querrey,R,198.0,USA,33.3,7-5 6-4 6-4,5,R128,131.0,132283,31,,Lorenzo Sonego,R,191.0,ITA,25.7,105023,,11.0,4.0,101.0,59.0,46.0,26.0,16.0,2.0,2.0,10.0,6.0,97.0,51.0,40.0,22.0,16.0,7.0,10.0,35.0,1588.0,52.0,1085.0,0,5,0
2021-9512,Belgrade 2,Clay,32,A,20210524,276,,Soon Woo Kwon,R,180.0,KOR,23.4,6-2 3-6 6-1,3,R32,94.0,106353,,WC,Pedja Krstin,R,183.0,SRB,26.7,126952,,4.0,5.0,69.0,35.0,29.0,18.0,12.0,5.0,7.0,4.0,2.0,61.0,43.0,25.0,6.0,12.0,2.0,7.0,285.0,198.0,90.0,854.0,0,1,0
2022-0360,Marrakech,Clay,32,A,20220404,290,WC,Malek Jaziri,R,185.0,TUN,38.2,6-4 6-2,3,R16,77.0,111513,8,,Laslo Djere,R,188.0,SRB,26.8,104291,,3.0,1.0,45.0,29.0,24.0,12.0,9.0,0.0,0.0,1.0,2.0,66.0,33.0,22.0,15.0,9.0,8.0,11.0,55.0,971.0,329.0,134.0,0,5,0
2021-7290,Estoril,Clay,32,A,20210426,287,Q,Pedro Martinez,R,185.0,ESP,24.0,4-6 7-6(1) 7-5,3,R16,180.0,111815,,,Cameron Norrie,L,188.0,GBR,25.6,124079,,9.0,3.0,111.0,74.0,54.0,18.0,17.0,4.0,6.0,4.0,5.0,108.0,68.0,54.0,18.0,17.0,7.0,9.0,50.0,1200.0,100.0,803.0,1,8,0
2021-9462,Marbella,Clay,32,A,20210405,271,Q,Henri Laaksonen,R,185.0,SUI,29.0,6-4 6-1,3,R32,80.0,144719,,,Jaume Munar,R,183.0,ESP,23.9,105967,,3.0,2.0,50.0,35.0,29.0,9.0,9.0,1.0,1.0,1.0,1.0,52.0,22.0,14.0,15.0,8.0,5.0,8.0,95.0,815.0,135.0,548.0,0,4,0
2022-0500,Halle,Grass,32,A,20220613,291,,Nikoloz Basilashvili,R,185.0,GEO,30.3,4-6 6-0 7-6(3),3,R16,116.0,106214,,SE,Oscar Otte,R,196.0,GER,28.9,105932,,15.0,7.0,90.0,45.0,39.0,24.0,14.0,3.0,4.0,2.0,4.0,91.0,48.0,33.0,25.0,14.0,5.0,8.0,51.0,1000.0,25.0,1628.0,0,5,0
2020-M-DC-2020-WG1-PO-UKR-TPE-01,Davis Cup WG1 PO: UKR vs TPE,Hard,4,D,20200306,4,,Tung Lin Wu,R,188.0,TPE,21.8,7-6(3) 4-6 6-3,3,RR,153.0,104660,,,Sergiy Stakhovsky,R,193.0,UKR,34.1,126555,,9.0,4.0,89.0,52.0,45.0,20.0,16.0,5.0,7.0,5.0,3.0,109.0,66.0,43.0,24.0,15.0,8.0,10.0,167.0,307.0,232.0,209.0,1,1,0
