tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,Player1_entry,Player1_name,Player1_hand,Player1_ht,Player1_ioc,Player1_age,score,best_of,round,minutes,Player2_id,Player2_seed,Player2_entry,Player2_name,Player2_hand,Player2_ht,Player2_ioc,Player2_age,Player1_id,Player1_seed,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,Player2_rank,Player2_rank_points,Player1_rank,Player1_rank_points,Player2_streak,Player2_max_streak,y
2022-0439,Umag,Clay,32,A,20220725,282,,Daniel Altmaier,R,191.0,GER,23.8,6-4 6-2,3,R32,105.0,144895,,Q,Corentin Moutet,L,178.0,FRA,23.2,127157,6,0.0,3.0,65.0,46.0,30.0,6.0,9.0,6.0,9.0,4.0,4.0,62.0,33.0,19.0,9.0,9.0,7.0,13.0,116.0,487.0,65.0,729.0,1,4,1
2024-1536,Madrid Masters,Clay,128,M,20240422,175,,Arthur Rinderknech,R,196.0,FRA,28.7,6-4 5-7 6-3,3,R128,137.0,207686,,,Alexander Shevchenko,R,,KAZ,23.3,126239,,3.0,1.0,96.0,57.0,42.0,24.0,16.0,6.0,7.0,5.0,0.0,86.0,47.0,37.0,21.0,15.0,1.0,3.0,59.0,879.0,77.0,744.0,2,4,1
2023-560,Us Open,Hard,128,G,20230828,179,,Gael Monfils,R,193.0,FRA,36.9,6-4 6-3 3-6 6-1,5,R64,140.0,126094,8,,Andrey Rublev,R,188.0,RUS,25.8,104792,,3.0,2.0,96.0,60.0,45.0,21.0,18.0,2.0,5.0,8.0,13.0,112.0,55.0,39.0,23.0,17.0,8.0,14.0,8.0,4515.0,162.0,387.0,1,12,1
2023-0403,Miami Masters,Hard,128,M,20230320,227,,Juan Pablo Varillas,R,185.0,PER,27.4,1-6 6-3 6-2,3,R128,125.0,105550,,PR,Guido Pella,L,185.0,ARG,32.8,122669,,3.0,1.0,70.0,49.0,33.0,14.0,12.0,2.0,4.0,6.0,3.0,85.0,46.0,31.0,19.0,12.0,7.0,10.0,581.0,55.0,88.0,642.0,0,4,1
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,273,,Diego Schwartzman,R,170.0,ARG,28.6,6-3 6-3,3,R32,65.0,134770,,,Casper Ruud,R,183.0,NOR,22.3,106043,7,3.0,3.0,48.0,29.0,24.0,13.0,9.0,1.0,1.0,2.0,3.0,42.0,29.0,21.0,5.0,9.0,1.0,4.0,27.0,1927.0,9.0,3720.0,5,18,0
2022-8998,Adelaide 1,Hard,32,A,20220103,287,,Gianluca Mager,R,185.0,ITA,27.0,6-1 3-6 6-3,3,R16,100.0,106078,,Q,Egor Gerasimov,R,196.0,BLR,29.1,126149,,4.0,3.0,76.0,48.0,40.0,14.0,13.0,2.0,3.0,9.0,5.0,72.0,45.0,33.0,11.0,12.0,2.0,5.0,113.0,665.0,62.0,978.0,1,4,0
2021-M-DC-2021-FLS-E-M-USA-ITA-01,Davis Cup Finals RR: USA vs ITA,Hard,2,D,20211126,1,,Reilly Opelka,R,211.0,USA,24.2,6-3 7-6(4),3,RR,89.0,132283,,,Lorenzo Sonego,R,191.0,ITA,26.5,124187,,5.0,0.0,60.0,41.0,37.0,14.0,11.0,1.0,1.0,12.0,3.0,60.0,37.0,30.0,14.0,10.0,3.0,4.0,27.0,1825.0,26.0,1936.0,0,5,0
2024-580,Australian Open,Hard,128,G,20240115,137,,Federico Coria,R,180.0,ARG,31.8,6-4 7-6(3) 7-6(5),5,R128,153.0,111190,,,Zhizhen Zhang,R,193.0,CHN,27.2,105948,,13.0,2.0,112.0,67.0,47.0,26.0,17.0,1.0,4.0,14.0,7.0,114.0,64.0,52.0,22.0,17.0,7.0,11.0,54.0,911.0,84.0,694.0,0,5,1
2022-0321,Stuttgart,Grass,32,A,20220606,293,Q,Dominic Stricker,L,180.0,SUI,19.8,6-3 6-4,3,R16,70.0,126774,1,,Stefanos Tsitsipas,R,193.0,GRE,23.8,208502,,4.0,1.0,56.0,27.0,24.0,18.0,10.0,2.0,2.0,9.0,3.0,57.0,35.0,31.0,5.0,9.0,2.0,4.0,5.0,6100.0,200.0,303.0,4,12,0
2021-7434,Sofia,Hard,32,A,20210927,290,,Laslo Djere,R,188.0,SRB,26.3,6-3 6-0,3,R16,73.0,105936,5,,Filip Krajinovic,R,185.0,SRB,29.5,111513,,3.0,0.0,52.0,35.0,26.0,11.0,8.0,5.0,5.0,4.0,5.0,57.0,32.0,19.0,8.0,7.0,10.0,14.0,37.0,1527.0,47.0,1342.0,0,5,0
2020-M009,Rome Masters,Clay,64,M,20200914,250,,Guido Pella,L,185.0,ARG,30.3,6-2 6-3,3,R64,85.0,133430,12,,Denis Shapovalov,L,185.0,CAN,21.4,105550,,7.0,6.0,50.0,26.0,22.0,13.0,8.0,2.0,2.0,0.0,2.0,68.0,40.0,25.0,11.0,9.0,7.0,11.0,14.0,2345.0,37.0,1310.0,1,5,0
2021-0352,Paris Masters,Hard,64,M,20211101,241,,Aslan Karatsev,R,185.0,RUS,28.1,6-2 6-7(9) 7-6(5),3,R64,172.0,200624,,,Sebastian Korda,R,196.0,USA,21.3,106234,13,11.0,2.0,104.0,75.0,59.0,12.0,16.0,3.0,5.0,5.0,7.0,145.0,98.0,60.0,24.0,16.0,13.0,17.0,39.0,1474.0,16.0,2392.0,2,8,0
2023-7485,Antwerp,Hard,32,A,20231016,272,,Dominik Koepfer,L,180.0,GER,29.4,7-6(6) 6-4,3,R32,97.0,132686,,,Nuno Borges,R,185.0,POR,26.6,136440,,4.0,2.0,68.0,40.0,31.0,17.0,11.0,4.0,6.0,7.0,2.0,81.0,55.0,37.0,13.0,11.0,4.0,7.0,74.0,748.0,78.0,737.0,0,4,1
2020-0352,Paris Masters,Hard,64,M,20201102,296,,Stan Wawrinka,R,183.0,SUI,35.6,6-3 7-6(1),3,QF,85.0,100644,4,,Alexander Zverev,R,198.0,GER,23.5,104527,12,8.0,2.0,62.0,46.0,37.0,6.0,10.0,2.0,4.0,2.0,1.0,65.0,36.0,23.0,14.0,11.0,0.0,4.0,7.0,5015.0,20.0,2230.0,8,17,0
2023-520,Roland Garros,Clay,128,G,20230529,156,,Federico Coria,R,180.0,ARG,31.2,7-6(3) 6-7(5) 6-3 6-3,5,R128,252.0,106432,15,,Borna Coric,R,188.0,CRO,26.5,105948,,11.0,2.0,135.0,75.0,54.0,30.0,21.0,8.0,13.0,3.0,9.0,167.0,108.0,59.0,27.0,21.0,16.0,24.0,16.0,2410.0,96.0,656.0,0,7,1
2023-1536,Madrid Masters,Clay,128,M,20230424,273,,Cristian Garin,R,185.0,CHI,26.8,6-1 7-6(4),3,R32,91.0,126203,8,,Taylor Fritz,R,193.0,USA,25.4,106426,,10.0,1.0,51.0,33.0,29.0,14.0,10.0,0.0,1.0,2.0,3.0,81.0,61.0,36.0,8.0,9.0,9.0,12.0,10.0,3290.0,73.0,723.0,1,8,1
2020-M009,Rome Masters,Clay,64,M,20200914,292,Q,Lorenzo Musetti,R,185.0,ITA,18.5,6-4 6-0,3,R16,70.0,136440,,Q,Dominik Koepfer,L,180.0,GER,26.3,207518,,2.0,1.0,52.0,29.0,22.0,14.0,8.0,5.0,5.0,1.0,2.0,46.0,27.0,17.0,7.0,8.0,0.0,4.0,97.0,652.0,249.0,207.0,3,3,0
2020-0337,Vienna,Hard,32,A,20201026,271,,Stan Wawrinka,R,183.0,SUI,35.5,6-4 6-7(9) 6-3,3,R32,133.0,106426,,,Cristian Garin,R,185.0,CHI,24.4,104527,,6.0,1.0,105.0,66.0,49.0,25.0,16.0,5.0,5.0,9.0,4.0,95.0,51.0,43.0,23.0,15.0,3.0,5.0,22.0,2135.0,19.0,2230.0,3,9,0
2021-9512,Belgrade 2,Clay,32,A,20210524,282,,Miomir Kecmanovic,R,183.0,SRB,21.7,6-3 6-2,3,R32,78.0,104655,,,Pablo Cuevas,R,180.0,URU,35.3,200175,7,6.0,4.0,54.0,32.0,28.0,11.0,9.0,5.0,5.0,1.0,0.0,57.0,42.0,25.0,7.0,8.0,3.0,6.0,91.0,846.0,48.0,1384.0,0,3,0
2020-520,Roland Garros,Clay,128,G,20200928,1211,,Dusan Lajovic,R,180.0,SRB,30.2,6-2 6-4 4-6 3-6 6-3,5,R64,189.0,104731,,,Kevin Anderson,R,203.0,RSA,34.3,105583,22,18.0,5.0,137.0,98.0,67.0,24.0,23.0,9.0,13.0,1.0,5.0,143.0,99.0,63.0,25.0,23.0,9.0,15.0,118.0,510.0,24.0,1785.0,0,6,0
2024-0410,Monte Carlo Masters,Clay,64,M,20240408,292,,Alexei Popyrin,R,196.0,AUS,24.6,6-3 6-4,3,R16,75.0,200282,11,,Alex De Minaur,R,183.0,AUS,25.1,200615,,2.0,0.0,43.0,27.0,19.0,15.0,9.0,0.0,1.0,1.0,1.0,57.0,38.0,25.0,7.0,10.0,1.0,5.0,11.0,3355.0,46.0,1047.0,2,7,1
2020-0506,Buenos Aires,Clay,32,A,20200210,288,Q,Pedro Martinez,R,185.0,ESP,22.7,7-6(6) 7-6(6),3,R16,127.0,105583,3,,Dusan Lajovic,R,180.0,SRB,29.6,124079,,7.0,4.0,93.0,55.0,40.0,21.0,12.0,4.0,5.0,1.0,1.0,93.0,74.0,49.0,9.0,12.0,3.0,4.0,23.0,1596.0,142.0,379.0,0,5,0
2022-7480,Los Cabos,Hard,32,A,20220801,276,WC,Feliciano Lopez,L,188.0,ESP,40.8,6-3 6-7(6) 6-3,3,R32,137.0,105430,,,Radu Albot,R,175.0,MDA,32.7,103852,,6.0,11.0,107.0,72.0,57.0,14.0,16.0,5.0,7.0,14.0,5.0,105.0,55.0,41.0,19.0,14.0,8.0,12.0,118.0,463.0,329.0,139.0,3,3,1
2023-0328,Basel,Hard,32,A,20231023,287,,Casper Ruud,R,183.0,NOR,24.8,6-4 3-6 7-6(1),3,R16,145.0,208502,,WC,Dominic Stricker,L,180.0,SUI,21.1,134770,2,13.0,2.0,82.0,55.0,45.0,17.0,15.0,4.0,5.0,4.0,5.0,122.0,78.0,53.0,23.0,16.0,11.0,12.0,96.0,637.0,8.0,3705.0,0,4,1
2023-0337,Vienna,Hard,32,A,20231023,273,,Daniel Altmaier,R,191.0,GER,25.1,6-4 6-4,3,R32,86.0,104792,,PR,Gael Monfils,R,193.0,FRA,37.1,127157,,8.0,1.0,68.0,45.0,37.0,9.0,10.0,5.0,5.0,4.0,0.0,55.0,38.0,26.0,10.0,10.0,1.0,3.0,89.0,682.0,47.0,961.0,0,9,1
2024-1536,Madrid Masters,Clay,128,M,20240422,216,,Dominik Koepfer,L,180.0,GER,29.9,6-1 3-6 7-6(5),3,R128,137.0,106148,,,Roberto Carballes Baena,R,183.0,ESP,31.0,136440,,2.0,2.0,85.0,58.0,47.0,12.0,14.0,3.0,5.0,3.0,2.0,86.0,54.0,38.0,15.0,14.0,2.0,5.0,68.0,821.0,54.0,938.0,1,6,1
2022-8888,Atp Cup,Hard,16,A,20220103,265,,John Isner,R,206.0,USA,36.6,7-6(7) 4-6 7-5,3,RR,163.0,105526,,,Jan Lennard Struff,R,193.0,GER,31.6,104545,,18.0,6.0,104.0,58.0,49.0,29.0,17.0,5.0,6.0,34.0,4.0,129.0,83.0,65.0,19.0,17.0,7.0,8.0,51.0,1134.0,24.0,1991.0,1,6,0
2023-540,Wimbledon,Grass,128,G,20230703,213,,Grigor Dimitrov,R,188.0,BUL,32.1,3-6 7-6(6) 7-6(4) 6-3,5,R16,201.0,208029,6,,Holger Rune,R,185.0,DEN,20.1,105777,21,11.0,5.0,127.0,78.0,64.0,29.0,22.0,1.0,3.0,14.0,8.0,147.0,81.0,65.0,35.0,22.0,7.0,9.0,6.0,4510.0,24.0,1430.0,1,10,1
2023-M-DC-2023-WG2-M-SLO-LUX-01,Davis Cup WG2 R1: SLO vs LUX,Clay,4,D,20230915,4,,Alex Knaff,R,,LUX,25.7,6-4 6-2,3,RR,,105641,,,Blaz Rola,L,193.0,SLO,32.9,200270,,,,,,,,,,,,,,,,,,,,457.0,94.0,486.0,85.0,2,2,1
2021-M-DC-2021-FLS-M-CRO-SRB-01,Davis Cup Finals SF: CRO vs SRB,Hard,2,D,20211203,1,,Dusan Lajovic,R,180.0,SRB,31.4,4-6 6-3 6-2,3,RR,117.0,127339,,,Borna Gojo,R,196.0,CRO,23.7,105583,,5.0,3.0,76.0,47.0,36.0,13.0,14.0,1.0,4.0,2.0,1.0,84.0,63.0,34.0,14.0,13.0,4.0,9.0,279.0,196.0,33.0,1591.0,0,4,0
2023-0506,Buenos Aires,Clay,32,A,20230213,272,PR,Hugo Dellien,R,180.0,BOL,29.6,3-6 6-2 6-2,3,R32,141.0,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.5,106198,,9.0,3.0,73.0,43.0,33.0,15.0,12.0,3.0,5.0,1.0,0.0,98.0,74.0,42.0,11.0,13.0,10.0,15.0,82.0,651.0,107.0,501.0,0,5,1
2022-0352,Paris Masters,Hard,64,M,20221031,293,,Grigor Dimitrov,R,188.0,BUL,31.4,6-1 6-3,3,R16,71.0,207989,1,,Carlos Alcaraz,R,185.0,ESP,19.4,105777,,1.0,3.0,47.0,30.0,23.0,8.0,8.0,3.0,4.0,3.0,2.0,59.0,41.0,23.0,5.0,8.0,2.0,7.0,1.0,6730.0,28.0,1460.0,3,15,1
2022-0410,Monte Carlo Masters,Clay,64,M,20220411,289,,Lorenzo Musetti,R,185.0,ITA,20.1,2-6 6-4 6-3,3,R16,152.0,106043,12,,Diego Schwartzman,R,170.0,ARG,29.6,207518,,1.0,6.0,84.0,61.0,35.0,6.0,13.0,7.0,14.0,0.0,6.0,82.0,46.0,21.0,17.0,14.0,5.0,13.0,16.0,2580.0,83.0,791.0,0,9,0
2022-8888,Atp Cup,Hard,16,A,20220103,286,,Casper Ruud,R,183.0,NOR,23.0,6-4 7-6(4),3,RR,105.0,105138,,,Roberto Bautista Agut,R,183.0,ESP,33.7,134770,,2.0,0.0,63.0,39.0,36.0,14.0,11.0,0.0,0.0,10.0,3.0,71.0,43.0,36.0,12.0,11.0,2.0,3.0,19.0,2260.0,8.0,4160.0,1,8,0
2021-9512,Belgrade 2,Clay,32,A,20210524,291,,Nikoloz Basilashvili,R,185.0,GEO,29.2,6-1 4-6 7-6(4),3,R16,149.0,105413,,Q,Andrej Martin,R,180.0,SVK,31.6,105932,3,3.0,2.0,115.0,72.0,43.0,14.0,15.0,10.0,18.0,0.0,12.0,93.0,38.0,21.0,20.0,14.0,4.0,13.0,119.0,673.0,31.0,1785.0,0,3,0
2023-0416,Rome Masters,Clay,128,M,20230508,274,,Bernabe Zapata Miralles,R,185.0,ESP,26.3,3-6 6-1 6-3,3,R32,113.0,106421,3,,Daniil Medvedev,R,198.0,RUS,27.2,126523,31,6.0,5.0,71.0,46.0,33.0,14.0,12.0,5.0,7.0,2.0,3.0,78.0,57.0,38.0,7.0,13.0,8.0,13.0,3.0,5330.0,38.0,1016.0,2,16,1
2023-0403,Miami Masters,Hard,128,M,20230320,270,Q,Cristian Garin,R,185.0,CHI,26.8,6-3 4-6 6-4,3,R32,124.0,126774,2,,Stefanos Tsitsipas,R,193.0,GRE,24.6,106426,,12.0,2.0,91.0,57.0,44.0,18.0,15.0,3.0,4.0,7.0,1.0,87.0,57.0,44.0,14.0,14.0,3.0,5.0,3.0,5770.0,82.0,672.0,4,12,1
2020-0414,Hamburg,Clay,32,A,20200921,284,LL,Gilles Simon,R,183.0,FRA,35.7,7-5 6-2,3,R32,103.0,106210,,Q,Jiri Vesely,L,198.0,CZE,27.2,104468,,6.0,1.0,59.0,36.0,27.0,12.0,10.0,2.0,4.0,3.0,5.0,59.0,31.0,18.0,12.0,10.0,4.0,9.0,75.0,785.0,52.0,1005.0,0,5,0
2024-0339,Brisbane,Hard,32,A,20240101,277,,Aslan Karatsev,R,185.0,RUS,30.3,6-4 6-7(4) 0-0 RET,3,R32,143.0,106186,,WC,Jason Kubler,R,178.0,AUS,30.6,106234,8,5.0,1.0,76.0,49.0,31.0,13.0,11.0,6.0,9.0,2.0,6.0,70.0,39.0,29.0,14.0,11.0,4.0,8.0,102.0,631.0,35.0,1193.0,0,3,1
2022-0352,Paris Masters,Hard,64,M,20221031,266,Q,Arthur Fils,R,185.0,FRA,18.3,7-6(5) 6-7(4) 6-2,3,R64,156.0,104926,,LL,Fabio Fognini,R,178.0,ITA,35.4,209950,,5.0,6.0,108.0,62.0,44.0,27.0,16.0,4.0,6.0,10.0,6.0,113.0,66.0,48.0,19.0,16.0,11.0,15.0,59.0,792.0,308.0,164.0,1,4,1
2021-7290,Estoril,Clay,32,A,20210426,272,WC,Joao Sousa,R,185.0,POR,32.0,6-1 6-3,3,R32,85.0,111815,,,Cameron Norrie,L,188.0,GBR,25.6,105311,,5.0,2.0,46.0,34.0,27.0,7.0,8.0,3.0,3.0,2.0,0.0,63.0,39.0,22.0,10.0,8.0,7.0,11.0,50.0,1200.0,103.0,764.0,1,8,0
2022-0328,Basel,Hard,32,A,20221024,286,,Brandon Nakashima,R,185.0,USA,21.2,6-4 5-7 6-4,3,R16,132.0,104527,,PR,Stan Wawrinka,R,183.0,SUI,37.5,206909,,9.0,0.0,85.0,57.0,43.0,19.0,16.0,4.0,6.0,6.0,2.0,85.0,52.0,43.0,15.0,16.0,0.0,3.0,194.0,277.0,44.0,982.0,0,6,1
2022-0314,Gstaad,Clay,32,A,20220718,290,Q,Yannick Hanfmann,R,193.0,GER,30.6,7-6(5) 7-6(2),3,R16,110.0,111797,,Q,Nicolas Jarry,R,198.0,CHI,26.7,105870,,10.0,1.0,83.0,50.0,41.0,21.0,12.0,2.0,2.0,9.0,0.0,72.0,49.0,40.0,16.0,12.0,0.0,0.0,118.0,461.0,152.0,359.0,1,8,1
2021-6242,Winston-Salem,Hard,64,A,20210823,287,LL,Max Purcell,R,185.0,AUS,23.3,7-5 6-2,3,R16,90.0,144707,,,Mikael Ymer,R,183.0,SWE,22.9,126845,,2.0,3.0,71.0,45.0,31.0,12.0,10.0,3.0,5.0,1.0,2.0,59.0,37.0,22.0,7.0,10.0,2.0,7.0,90.0,843.0,205.0,356.0,2,5,0
2021-0495,Dubai,Hard,64,A,20210315,275,,Alexander Bublik,R,196.0,KAZ,23.7,2-6 7-6(2) 6-4,3,R32,121.0,206173,16,,Jannik Sinner,R,188.0,ITA,19.5,122330,,2.0,2.0,84.0,51.0,36.0,26.0,15.0,2.0,5.0,14.0,4.0,91.0,48.0,42.0,21.0,15.0,2.0,4.0,32.0,1719.0,43.0,1385.0,3,19,0
2022-0315,Newport,Grass,32,A,20220711,273,Q,William Blumberg,U,,USA,24.4,2-6 6-3 6-2,3,R32,104.0,126127,5,,Benjamin Bonzi,R,185.0,FRA,26.0,144652,,10.0,5.0,106.0,58.0,39.0,26.0,13.0,12.0,14.0,7.0,2.0,58.0,34.0,27.0,13.0,12.0,3.0,6.0,48.0,964.0,773.0,21.0,0,4,1
2022-540,Wimbledon,Grass,128,G,20220627,125,,Thiago Monteiro,L,183.0,BRA,28.0,6-2 6-4 7-5,5,R128,129.0,144719,,,Jaume Munar,R,183.0,ESP,25.1,106329,,7.0,1.0,79.0,45.0,35.0,25.0,15.0,2.0,3.0,6.0,2.0,93.0,53.0,32.0,22.0,15.0,7.0,12.0,71.0,780.0,89.0,643.0,0,4,1
2021-6116,Atlanta,Hard,32,A,20210726,282,,Lloyd Harris,R,193.0,RSA,24.4,7-6(2) 1-6 6-2,3,R32,150.0,111442,,,Jordan Thompson,R,183.0,AUS,27.2,144750,8,10.0,4.0,94.0,52.0,40.0,18.0,13.0,13.0,17.0,9.0,1.0,98.0,71.0,46.0,12.0,14.0,9.0,13.0,63.0,1077.0,51.0,1303.0,0,7,0
2022-540,Wimbledon,Grass,128,G,20220627,106,,Federico Delbonis,L,190.0,ARG,31.7,7-6(7) 6-1 6-2,5,R128,102.0,126646,,,Tim Van Rijthoven,R,188.0,NED,25.1,105643,,15.0,1.0,77.0,53.0,48.0,11.0,14.0,2.0,3.0,1.0,2.0,79.0,54.0,32.0,14.0,14.0,3.0,8.0,104.0,546.0,84.0,679.0,1,8,0
2023-0311,Queen's Club,Grass,32,A,20230619,273,WC,Jan Choinski,R,,GBR,27.0,6-4 6-2,3,R32,75.0,207518,6,,Lorenzo Musetti,R,185.0,ITA,21.2,123828,,7.0,3.0,48.0,25.0,20.0,15.0,9.0,0.0,1.0,3.0,0.0,53.0,36.0,21.0,8.0,9.0,1.0,5.0,16.0,2130.0,167.0,346.0,0,6,1
2022-0440,s Hertogenbosch,Grass,32,A,20220606,300,,Daniil Medvedev,R,198.0,RUS,26.3,6-4 6-1,3,F,65.0,126646,,WC,Tim Van Rijthoven,R,188.0,NED,25.1,106421,1,4.0,1.0,42.0,31.0,26.0,7.0,9.0,1.0,2.0,6.0,3.0,53.0,32.0,18.0,8.0,8.0,6.0,10.0,205.0,298.0,2.0,8160.0,1,8,0
2024-8996,Santiago,Clay,32,A,20240226,295,,Arthur Fils,R,185.0,FRA,19.7,6-3 6-7(5) 6-2,3,QF,145.0,124079,,,Pedro Martinez,R,185.0,ESP,26.8,209950,3,5.0,0.0,82.0,59.0,48.0,13.0,15.0,1.0,2.0,7.0,6.0,93.0,48.0,31.0,22.0,14.0,4.0,8.0,101.0,596.0,44.0,1028.0,0,5,1
2023-0807,Acapulco,Hard,32,A,20230227,285,LL,Luciano Darderi,R,,ITA,21.0,6-4 6-2,3,R32,75.0,111456,,,Mackenzie Mcdonald,R,178.0,USA,27.8,209260,,11.0,2.0,47.0,41.0,35.0,3.0,9.0,1.0,1.0,7.0,6.0,63.0,31.0,23.0,12.0,9.0,6.0,9.0,62.0,795.0,184.0,321.0,0,5,1
2022-0506,Buenos Aires,Clay,32,A,20220207,299,,Federico Delbonis,L,190.0,ARG,31.3,6-3 6-3,3,SF,99.0,134770,1,,Casper Ruud,R,183.0,NOR,23.1,105643,6,1.0,2.0,61.0,44.0,28.0,13.0,9.0,3.0,4.0,0.0,3.0,69.0,51.0,30.0,7.0,9.0,5.0,9.0,8.0,4065.0,42.0,1312.0,5,18,0
2023-0418,Washington,Hard,64,A,20230731,263,WC,Kevin Anderson,R,203.0,RSA,37.2,6-4 6-7(1) 6-1,3,R64,131.0,111442,,,Jordan Thompson,R,183.0,AUS,29.2,104731,,15.0,1.0,86.0,54.0,43.0,18.0,15.0,2.0,3.0,15.0,7.0,95.0,60.0,44.0,14.0,14.0,11.0,15.0,71.0,827.0,652.0,45.0,0,7,1
2023-540,Wimbledon,Grass,128,G,20230703,195,,Jordan Thompson,R,183.0,AUS,29.2,6-3 7-6(4) 7-5,5,R64,148.0,104925,2,,Novak Djokovic,R,188.0,SRB,36.1,111442,,8.0,0.0,94.0,65.0,57.0,19.0,18.0,0.0,0.0,21.0,2.0,105.0,67.0,53.0,18.0,16.0,3.0,5.0,2.0,7595.0,70.0,769.0,2,26,1
2023-0717,Houston,Clay,32,A,20230403,298,Q,Yannick Hanfmann,R,193.0,GER,31.3,6-3 6-4,3,SF,94.0,144869,8,,Tomas Martin Etcheverry,R,196.0,ARG,23.7,105870,,6.0,1.0,58.0,40.0,29.0,9.0,10.0,3.0,4.0,1.0,0.0,50.0,36.0,22.0,8.0,9.0,6.0,9.0,73.0,729.0,134.0,432.0,0,5,1
2022-7434,Sofia,Hard,32,A,20220926,298,,Lorenzo Musetti,R,185.0,ITA,20.5,7-6(5) 7-5,3,SF,95.0,144817,,,Marc Andrea Huesler,L,196.0,SUI,26.2,207518,4,10.0,4.0,75.0,48.0,40.0,16.0,12.0,1.0,1.0,7.0,3.0,68.0,48.0,39.0,11.0,12.0,0.0,1.0,95.0,563.0,30.0,1357.0,0,5,1
2022-7290,Estoril,Clay,32,A,20220425,276,,Jiri Vesely,L,198.0,CZE,28.7,6-3 6-3,3,R32,80.0,106198,,Q,Hugo Dellien,R,180.0,BOL,28.8,106210,,2.0,2.0,56.0,43.0,30.0,7.0,9.0,0.0,1.0,3.0,8.0,63.0,42.0,26.0,6.0,9.0,6.0,10.0,85.0,758.0,74.0,847.0,0,3,0
2023-560,Us Open,Hard,128,G,20230828,166,,Arthur Fils,R,185.0,FRA,19.2,3-6 7-5 7-6(5) 5-7 6-4,5,R64,235.0,208286,,,Matteo Arnaldi,R,183.0,ITA,22.5,209950,,8.0,5.0,162.0,103.0,72.0,34.0,28.0,5.0,9.0,13.0,6.0,177.0,110.0,84.0,29.0,28.0,7.0,11.0,61.0,855.0,48.0,1007.0,1,4,1
2020-9406,Cologne 2,Hard,32,A,20201019,293,,John Millman,R,183.0,AUS,31.3,6-0 3-6 6-3,3,R16,114.0,100644,1,,Alexander Zverev,R,198.0,GER,23.4,105357,,5.0,10.0,80.0,53.0,42.0,12.0,12.0,6.0,7.0,0.0,0.0,75.0,53.0,34.0,8.0,12.0,1.0,5.0,7.0,4855.0,44.0,1166.0,8,17,0
2021-9410,Nur-Sultan,Hard,32,A,20210920,273,,Benoit Paire,R,196.0,FRA,32.3,7-5 6-4,3,R32,82.0,106078,,,Egor Gerasimov,R,196.0,BLR,28.8,105332,6,2.0,4.0,69.0,48.0,33.0,9.0,11.0,2.0,5.0,6.0,5.0,68.0,41.0,31.0,6.0,11.0,4.0,9.0,97.0,769.0,53.0,1295.0,1,4,0
2024-0308,Munich,Clay,32,A,20240415,271,,Camilo Ugo Carabelli,R,,ARG,24.8,7-6(2) 6-4,3,R32,134.0,123755,,,Daniel Elahi Galan,R,191.0,COL,27.8,200116,,5.0,2.0,70.0,45.0,35.0,15.0,11.0,2.0,3.0,3.0,4.0,103.0,56.0,37.0,21.0,11.0,15.0,17.0,93.0,651.0,109.0,579.0,0,3,1
2020-0319,Kitzbuhel,Clay,32,A,20200907,288,,Dusan Lajovic,R,180.0,SRB,30.1,4-6 6-3 6-4,3,R16,140.0,105870,,Q,Yannick Hanfmann,R,193.0,GER,28.7,105583,3,0.0,2.0,95.0,55.0,35.0,24.0,15.0,4.0,7.0,7.0,1.0,104.0,64.0,36.0,23.0,14.0,6.0,10.0,118.0,486.0,24.0,1695.0,1,5,0
2023-0605,Tour Finals,Hard,8,A,20231113,292,,Stefanos Tsitsipas,R,193.0,GRE,25.2,2-1 RET,3,RR,17.0,208029,8,,Holger Rune,R,185.0,DEN,20.5,126774,,1.0,1.0,15.0,10.0,6.0,4.0,2.0,2.0,2.0,1.0,0.0,8.0,6.0,5.0,0.0,1.0,0.0,0.0,8.0,3460.0,6.0,4235.0,1,10,1
2021-1536,Madrid Masters,Clay,64,M,20210503,283,,John Millman,R,183.0,AUS,31.8,6-7(5) 6-2 6-3,3,R32,153.0,105554,,,Daniel Evans,R,175.0,GBR,30.9,105357,,1.0,4.0,102.0,64.0,43.0,27.0,15.0,8.0,9.0,3.0,1.0,87.0,63.0,39.0,12.0,14.0,4.0,8.0,26.0,2140.0,42.0,1486.0,0,5,0
2021-9158,Cordoba,Clay,32,A,20210222,280,,Daniel Elahi Galan,R,191.0,COL,24.6,6-2 1-6 6-3,3,R32,103.0,106075,,,Jozef Kovalik,R,183.0,SVK,28.3,123755,,1.0,2.0,70.0,49.0,33.0,9.0,12.0,4.0,7.0,3.0,1.0,81.0,51.0,30.0,16.0,12.0,4.0,8.0,128.0,548.0,116.0,619.0,0,2,0
